253	465	5	891628467
62	257	2	879372434
200	222	5	876042340
224	29	3	888104457
291	118	2	874833878
102	768	2	883748450
284	304	4	885329322
246	201	5	884921594
25	181	5	885853415
72	679	2	880037164
13	526	3	882141053
246	919	4	884920949
57	304	5	883698581
127	229	5	884364867
299	229	3	878192429
42	403	3	881108684
87	1016	4	879876194
62	498	4	879373848
271	132	5	885848672
160	174	5	876860807
265	118	4	875320714
198	498	3	884207492
168	151	5	884288058
62	21	3	879373460
194	385	2	879524643
250	140	3	878092059
84	405	3	883452363
259	117	4	874724988
303	919	4	879467295
68	117	4	876973939
268	231	4	875744136
5	2	3	875636053
305	117	2	886324028
254	164	4	886472768
222	755	4	878183481
213	172	5	878955442
26	930	2	891385985
56	755	3	892910207
15	405	2	879455957
292	174	5	881105481
97	228	5	884238860
194	181	3	879521396
276	1091	3	874793035
87	554	4	879875940
92	172	4	875653271
28	201	3	881961671
268	930	2	875742942
268	2	2	875744173
234	141	3	892334609
83	576	4	880308755
189	520	5	893265380
219	82	1	889452455
119	222	5	874775311
222	118	4	877563802
23	385	4	874786462
301	554	3	882078830
200	304	5	876041644
101	829	3	877136138
301	227	3	882077222
276	2	4	874792436
294	271	5	889241426
92	229	3	875656201
59	951	3	888206409
222	151	3	878182109
234	206	4	892334543
268	62	3	875310824
104	117	2	888465972
275	405	2	876197645
83	78	2	880309089
222	97	4	878181739
213	173	5	878955442
13	498	4	882139901
216	228	3	880245642
189	1060	5	893264301
187	210	4	879465242
303	252	3	879544791
70	431	3	884150257
290	50	5	880473582
189	526	4	893266205
13	229	4	882397650
307	174	4	879283480
94	184	2	891720862
94	720	1	891723593
254	229	4	886474580
276	142	3	874792945
230	680	4	880484286
21	222	2	874951382
231	181	4	888605273
288	132	3	886374129
222	812	2	881059117
279	399	4	875313859
298	181	4	884125629
245	181	4	888513664
62	1016	4	879373008
97	222	5	884238887
264	655	4	886123530
101	304	3	877135677
222	173	5	878183043
205	304	3	888284313
274	405	4	878945840
56	449	5	892679308
93	820	3	888705966
276	181	5	874786488
217	2	3	889069782
181	1060	1	878962675
268	21	3	875742822
235	230	4	889655162
77	172	3	884752562
186	566	5	879023663
66	877	1	883601089
87	82	5	879875774
44	449	5	883613334
194	172	3	879521474
94	62	3	891722933
230	304	5	880484286
181	405	4	878962919
178	385	4	882826982
79	50	4	891271545
255	1034	1	883217030
6	463	4	883601713
25	222	4	885852817
11	227	3	891905896
150	181	5	878746685
181	930	1	878963275
109	566	4	880578814
5	110	1	875636493
99	1016	5	885678724
85	228	3	882813248
92	831	2	886443708
7	554	3	891354639
7	472	2	891353357
313	117	4	891015319
21	164	5	874951695
279	982	3	875298314
239	491	5	889181015
73	206	3	888625754
197	511	5	891409839
1	117	3	874965739
296	228	4	884197264
230	172	4	880484523
70	1133	3	884151344
269	252	1	891456350
56	222	5	892679439
70	399	4	884068521
244	172	4	880605665
275	1091	2	875154535
198	118	2	884206513
13	181	5	882140354
2	50	5	888552084
313	566	4	891016220
83	385	4	887665549
253	97	4	891628501
106	526	4	881452685
84	1033	4	883452711
293	380	2	888907527
109	97	3	880578711
8	50	5	879362124
186	148	4	891719774
83	210	5	880307751
153	174	1	881371140
207	554	2	877822854
83	97	4	880308690
274	50	5	878944679
201	148	1	884140751
296	222	5	884196640
256	472	4	882152471
276	78	4	877934828
291	1016	4	874833827
214	117	4	891543241
277	257	3	879543487
25	257	4	885853415
